名称,获利比例（%）,平均成本（元）,90%集中度（%）,90%成本最低价格（元）,90%成本最高价格（元）,70%集中度（%）,70%成本最低价格（元）,70%成本最高价格（元）
新时达,73.23,5.55,11.45,4.91,6.18,9.12,5.09,6.11
三峡水利,55.18,9.63,14.4,8.06,10.77,9.45,8.44,10.2
珠江钢琴,53.88,7.63,14.54,6.64,8.9,9.67,6.91,8.39
普门科技,1.91,30.22,15.79,25.77,35.44,10.12,27.92,34.21
欧亚集团,11.95,17.68,14.99,14.69,19.88,8.49,15.79,18.73
英洛华,4.45,6.5,8.34,5.91,6.99,5.77,6.05,6.8
高德红外,66.32,37.66,31.06,22.24,42.29,21.67,26.01,40.41
中信建投,34.77,52.09,16.89,40.65,57.17,7.29,48.49,56.12
华达新材,5,13.07,15.2,11.77,15.99,6.98,12.5,14.37
温氏股份,9.43,23.93,9.32,21.38,25.77,6.32,21.91,24.87
海大集团,73.01,47.99,30.84,37.43,70.81,23.61,41.99,67.96
东方电气,55.91,9.87,9.68,8.59,10.44,7.19,8.88,10.26
龙净环保,64.4,9.53,13.69,8.54,11.25,11.24,8.7,10.9
*ST融捷,25.24,16.51,12.97,14.11,18.32,6.49,15.65,17.82
鄂武商Ａ,8.05,21.46,22.61,15.81,25.04,17.99,16.84,24.23
江航装备,9.27,34.16,19.2,29.49,43.5,9.4,32.16,38.83
首旅酒店,42.17,18.22,16.46,14.46,20.15,11.01,15.65,19.53
东湖高新,17.46,6.37,8.32,5.77,6.82,5.6,5.97,6.68
广西广电,37.44,4.1,8.01,3.73,4.38,5.77,3.84,4.31
獐子岛,16.78,5.11,33.39,3.07,6.15,17.68,3.95,5.64
中材国际,47.76,6.07,9.74,5.44,6.61,6.31,5.67,6.43
中科软,2.79,60.51,21.5,45.27,70.06,13.83,48.91,64.6
华纺股份,19.96,4.12,4.58,3.96,4.34,2.54,4.03,4.24
伟星新材,74.4,13.6,15.66,10.88,14.92,10.44,11.81,14.57
吉电股份,16.73,4.33,10.46,3.68,4.54,5.16,4.04,4.48
太辰光,13.09,22.74,10.75,19.58,24.29,7.27,20.55,23.77
九华旅游,60.95,22.22,8.69,20.32,24.19,5.38,20.84,23.2
兴瑞科技,5.67,15.41,6.76,14.22,16.29,4.06,14.8,16.05
北方华创,17.29,183.65,23.5,136.91,221.04,15.66,155.61,213.39
引力传媒,1.24,15.15,14.05,13,17.25,8.77,14.05,16.75
宁波韵升,16.37,6.43,9.83,5.91,7.2,6.63,6.16,7.04
赛福天,96.61,11.73,5.9,10.91,12.28,3.39,11.25,12.04
峨眉山Ａ,53.15,6.17,7.1,5.69,6.56,3.6,5.89,6.33
万华化学,88.59,64.96,28.93,41.08,74.52,21.32,46.14,71.14
天永智能,10.28,21.29,6.06,20.5,23.15,3.36,20.69,22.13
长春燃气,44.44,4.16,7.71,3.77,4.4,4.76,3.9,4.29
成都路桥,22.79,4.2,4.91,3.97,4.38,2.85,4.09,4.33
值得买,9.13,112.65,12.68,102.82,132.69,7.69,104.33,121.72
金田铜业,5.22,11.56,13.28,10.35,13.53,8.78,10.79,12.87
文山电力,23.79,8.93,12.98,7.47,9.7,10,7.81,9.55
金牛化工,24.6,4.31,18.47,3.44,4.99,8.57,4.04,4.8
德联集团,5.5,6.76,10.5,6.2,7.66,6.07,6.46,7.29
梦网集团,6.8,19.6,15.27,16.46,22.39,9.36,17.58,21.21
美丽生态,34.51,4.3,17.81,3.72,5.34,10.7,3.93,4.87
电广传媒,7.16,6.89,9.26,6.28,7.56,6.41,6.38,7.26
悦达投资,22.32,4.37,7.35,3.97,4.6,4.14,4.17,4.53
格力电器,25.75,56.81,6.95,52.34,60.16,4.47,54.17,59.25
中国海防,64.07,38.5,25.65,27,45.64,16.5,31.04,43.31
振德医疗,6.03,76.12,17.07,63.58,89.75,13.18,64.67,84.3
东阳光,3.47,6.93,8.8,6.43,7.67,6.1,6.51,7.36
红墙股份,4.3,13.68,7.25,12.86,14.87,4.66,13.22,14.51
联赢激光,3.04,24.23,18.68,20.08,29.31,11.18,20.84,26.09
东风科技,23.91,11.19,8.92,10.23,12.23,5.68,10.53,11.8
惠达卫浴,5.67,15.78,17.27,12.94,18.34,10.05,14.25,17.44
城发环境,36.42,11.46,15.17,9.08,12.32,12.26,9.43,12.07
丰华股份,17.28,9.12,12.98,8.12,10.54,7.01,8.65,9.96
郴电国际,34.53,6.69,8.7,6.11,7.28,6.05,6.25,7.05
国恩股份,8.99,37.35,7.15,34.11,39.36,4.39,35.34,38.59
美锦能源,24.9,6.74,6.8,6.38,7.31,4.55,6.5,7.12
广信股份,53.13,17.48,9.02,15.79,18.92,7.06,16.21,18.68
三木集团,18.35,4.66,9.92,4.12,5.03,5.9,4.35,4.89
九典制药,67.7,20.53,25.12,14.6,24.39,15.57,17.17,23.5
海南瑞泽,4.42,6.94,7.32,6.65,7.7,4.28,6.75,7.35
ST沪科,26.02,4.52,5.41,4.28,4.77,2.76,4.4,4.65
甘李药业,8.16,144.23,13.97,120.86,160.12,10.72,124.6,154.51
佳发教育,1.78,21.95,7.97,20.66,24.24,4.45,21.18,23.15
国统股份,4.78,10.13,15.88,8.97,12.35,7.12,9.59,11.06
龙星化工,9.9,4.88,10.47,4.35,5.37,6.05,4.62,5.21
海宁皮城,36.29,4.57,11.08,4.15,5.18,5.02,4.31,4.77
丽江股份,64.73,6.53,10.91,5.71,7.11,7.82,5.96,6.97
荣盛石化,61.56,16.84,27.42,11.66,20.48,22.5,12.51,19.78
工业富联,5.82,14.77,9.79,13.56,16.5,5.19,14.02,15.55
浙江永强,17.71,4.93,13.28,4.03,5.26,7.17,4.48,5.17
旺能环境,19.43,19.58,13.21,16.51,21.54,8.21,17.88,21.08
南京证券,1.56,15.8,13.81,14.03,18.52,8.81,14.57,17.39
迪瑞医疗,21.67,26.7,19.2,19.37,28.58,11.74,22.1,27.98
晨丰科技,2.43,15.02,8.44,14.18,16.8,5.8,14.48,16.27
模塑科技,1.72,7.69,12,7.06,8.99,6.17,7.32,8.29
华远地产,76.71,2.23,6.97,2.07,2.38,5.17,2.11,2.34
新兴装备,4.43,41.38,9.65,37.05,44.97,5.97,39.06,44.02
韵达股份,1.41,24.2,18.45,19.54,28.38,10.43,21.09,26.01
东方精工,24.25,4.93,9.67,4.25,5.16,6.24,4.51,5.11
四川金顶,5.26,7.46,8.92,6.91,8.26,5.18,7.16,7.94
拓邦股份,57.49,6.83,13.56,5.6,7.36,8.39,6.1,7.22
经纬纺机,10.51,9.8,7.07,9.13,10.51,4.62,9.4,10.31
爱朋医疗,4.62,34.3,13.5,30.45,39.96,6.51,33.39,38.04
中科三环,7.37,10.21,8.98,9.24,11.06,4.37,9.76,10.65
绿地控股,20.41,8.04,27.58,5.06,8.92,24.52,5.25,8.67
中海油服,6.44,13.3,12.75,11.53,14.9,8.11,12.14,14.29
航天信息,11.38,17.95,9.3,16.1,19.4,6.78,16.58,18.99
集友股份,28.45,36.7,25.74,27.96,47.34,9.59,34.04,41.26
亚星客车,8.87,7.57,6.78,6.98,8,3.97,7.23,7.83
美的集团,65.68,62.44,21.04,46.92,71.92,18.12,48.73,70.3
韩建河山,14.58,7.39,8.73,6.88,8.19,4.62,7.12,7.81
锐科激光,24,71.52,12.55,59.71,76.85,4.82,67.71,74.57
林海股份,50.27,7.12,12.18,6.02,7.69,9.68,6.26,7.6
云赛智联,5.22,7.47,5.61,7.15,8,3.65,7.25,7.8
海通证券,29.45,14.72,14.59,12.07,16.2,10.05,12.89,15.77
雄帝科技,12.68,25.32,9.47,23.2,28.06,5.98,23.95,27
深圳燃气,38.34,7.38,10.72,6.55,8.12,7.11,6.85,7.9
海越能源,1.44,8.01,8.35,7.35,8.69,5.4,7.61,8.48
天药股份,16.62,5.07,10.49,4.43,5.46,6.18,4.76,5.38
华中数控,6.04,23.78,9.27,21.46,25.85,5.01,22.47,24.84
康弘药业,70.8,46.36,16.32,36.08,50.15,12.14,38.53,49.17
海汽集团,8.3,37,37.28,25.93,56.76,29.41,27.51,50.43
华鲁恒升,61.96,23.04,25.95,15.72,26.75,19.17,17.58,25.91
银河电子,29.78,5.04,14.63,4.19,5.62,7.45,4.5,5.23
粤桂股份,20.43,5.1,8.76,4.57,5.45,4.82,4.76,5.24
苏美达,23.95,5.13,9.83,4.45,5.42,6.59,4.68,5.34
湘潭电化,1.35,8.39,14.03,7.51,9.96,11.19,7.72,9.67
御家汇,6.56,20.7,17.38,16.79,23.86,12.88,17.92,23.22
城市传媒,25.82,7.74,10.67,6.71,8.31,8.07,6.93,8.15
今飞凯达,92.75,6.74,20.42,4.88,7.38,17.32,5.11,7.25
工商银行,29.97,4.99,6.21,4.83,5.47,3.28,4.87,5.2
开创国际,22.35,10.65,11.22,9.27,11.61,7.61,9.67,11.26
金禾实业,66.38,30.61,30.37,19.72,36.92,24.18,21.58,35.34
科大讯飞,13.67,37.48,10.28,33.55,41.24,5.44,34.86,38.87
吉林高速,60.81,2.46,7.1,2.29,2.64,4.49,2.34,2.56
澳洋顺昌,46.74,4.99,17.31,3.95,5.6,10.8,4.36,5.42
*ST中华A,25.2,2.66,24.6,2.28,3.76,8.11,2.39,2.82
苏常柴Ａ,32.97,5.17,11.22,4.49,5.63,6.57,4.76,5.43
尚品宅配,19.28,65.16,7.2,60.76,70.2,4.73,62.33,68.52
光弘科技,4.73,19.23,11.32,17.63,22.14,5.46,18.29,20.4
奥佳华,35.84,15.8,21.93,11.5,17.95,16.06,12.61,17.43
常宝股份,30.61,5.17,9.35,4.75,5.73,4.78,4.88,5.37
英 力 特,26.35,7.85,9.99,6.91,8.44,5.18,7.27,8.07
泰禾集团,16.84,5.48,19.21,4.57,6.75,11.91,5.06,6.43
摩恩电气,13.09,8.29,18.89,7.41,10.86,10.93,7.71,9.61
设计总院,24.14,10.67,7.72,9.71,11.33,5.65,9.9,11.09
南京熊猫,0.79,8.46,6.68,8.04,9.19,4.49,8.16,8.93
兴发集团,30.89,10.8,13.61,8.98,11.8,9.08,9.72,11.66
百川股份,33.45,5.27,6.49,4.83,5.5,4.13,4.99,5.42
建艺集团,47.96,15.66,8.78,13.86,16.53,5.76,14.47,16.24
大通燃气,24.99,5.38,8.74,4.85,5.78,5.26,5.06,5.62
上海天洋,76.19,23.68,36.67,12.91,27.85,27.77,15.06,26.64
广博股份,1.66,6.04,12.65,5.5,7.09,6.75,5.72,6.55
建投能源,26.53,5.48,14.74,4.39,5.91,8.68,4.87,5.8
新国都,38.36,15.96,11.25,13.92,17.45,6,14.96,16.87
凯中精密,8.92,11.71,10.24,10.24,12.57,6.79,10.76,12.33
中原传媒,80.55,7.51,12.2,6.43,8.21,10.07,6.53,7.99
ST宜化,69.27,2.6,4.2,2.51,2.73,2.68,2.54,2.68
均瑶健康,10.44,24.35,15.54,20.88,28.57,12.53,21.53,27.7
南天信息,18.38,14,10.43,12.02,14.83,5.74,12.98,14.56
国信证券,31.26,13.83,17.53,10.69,15.24,14.9,10.97,14.81
养元饮品,46.36,24.1,19,19.59,28.78,11.79,21.26,26.94
*ST高升,33.83,2.7,15.2,2.12,2.88,8.29,2.38,2.81
ST中基,8.83,2.79,9.4,2.65,3.2,6.09,2.7,3.05
美力科技,58.09,10.6,17.2,8.2,11.61,6.23,9.97,11.29
中海达,6.92,11.6,7.64,10.68,12.45,5.12,11.03,12.22
ST双环,73.08,2.63,10.04,2.42,2.96,4.94,2.5,2.76
泰格医药,40.33,102.45,20.87,74.49,113.79,15.51,81.29,111.14
北京科锐,29.97,5.59,8.64,5.05,6,4.92,5.21,5.75
彤程新材,7.42,34.06,11.77,29.72,37.65,7.2,31.61,36.52
东方铁塔,45.4,8.32,12.1,7.24,9.23,8.98,7.53,9.01
因赛集团,11.32,32.1,7.27,29.6,34.24,4.6,30.39,33.31
光电股份,20.46,11.97,17.24,9.5,13.45,12.58,10.22,13.16
史丹利,30.96,5.87,18.83,4.53,6.63,11.99,5.01,6.38
恒生电子,32.79,104.71,24.65,70.9,117.29,15.73,81.12,111.39
豪迈科技,94.41,21.21,22.92,17.28,27.56,19.49,18.12,26.89
星宇股份,82.52,128.88,33.28,83.58,166.96,24.14,98.02,160.4
捷成股份,37.19,5.66,15.21,4.68,6.36,9.67,5.09,6.18
麦迪科技,37,46.17,20.12,35.25,53.02,11.7,39.98,50.57
中牧股份,47.16,16.78,26.9,11.52,20,20.85,12.5,19.09
中国太保,56.44,30.41,11.13,26.79,33.49,8.09,27.61,32.47
*ST交昂,23.16,2.98,16.56,2.62,3.66,10.47,2.78,3.43
渤海租赁,9.74,3.01,11.11,2.8,3.5,5.59,2.87,3.21
英维克,1.23,27.05,15.69,23.8,32.66,8.34,25.33,29.94
大恒科技,21.26,11.64,7.02,10.82,12.45,3.97,11.17,12.09
楚天科技,13.77,13.18,22.07,9.92,15.54,13.24,11.44,14.93
佛山照明,29.92,5.98,12.64,5.15,6.64,9.59,5.29,6.41
湘佳股份,10.54,123.21,16.02,101.25,139.87,11.2,105.03,131.54
隧道股份,32.16,5.99,7.52,5.41,6.29,4.9,5.63,6.21
ST电能,18.97,6.12,11.61,5.62,7.09,7.94,5.74,6.73
中集集团,69.17,8.33,12.9,7.09,9.19,10.2,7.31,8.97
金麒麟,40.78,17.98,13.14,15.19,19.78,9.28,15.93,19.19
广州发展,36.1,5.89,7.1,5.43,6.26,4.6,5.6,6.14
光莆股份,40.92,17.76,12.08,15.49,19.75,7.58,16.36,19.05
三诺生物,30.58,35.69,45.53,17.68,47.24,33.66,22.25,44.82
新光光电,30.82,56.52,15.05,45.72,61.92,10.05,49.25,60.26
光库科技,22.31,50.51,21.12,39.57,60.76,16.58,41.85,58.48
华金资本,13.65,13.04,9.38,11.34,13.68,6.2,11.92,13.49
华润三九,1.51,29.11,6.71,27.08,30.98,4.82,27.76,30.57
大名城,26.85,6.04,14.87,5.84,7.89,5.53,5.92,6.61
建发股份,33.05,9.43,15.38,7.42,10.12,9.18,8.24,9.91
立昂技术,8.75,19.63,13.62,17.74,23.34,7.02,18.53,21.33
慈文传媒,43.78,9.11,10.03,8.35,10.22,6.33,8.52,9.68
城建发展,87.33,5.61,9.83,5,6.09,7.31,5.2,6.02
楚天高速,33.27,3.05,6.84,2.86,3.28,2.47,2.96,3.11
天康生物,9.52,17.38,12.23,14.6,18.67,8.01,15.57,18.28
中航高科,66.11,23.18,35.22,13.46,28.1,24.4,16.05,26.42
安琪酵母,40.66,59.78,32.4,35.43,69.4,26.49,39.68,68.27
绿康生化,69.21,14.87,12.26,12.37,15.83,9.78,12.76,15.53
春光科技,14.21,19.12,6.87,17.7,20.31,4.41,18.32,20.01
中国铝业,23.65,3.28,11,2.79,3.48,8.74,2.87,3.42
赛摩智能,34.31,6.5,19.09,5.11,7.53,10.08,5.82,7.13
菲利华,44.02,41.92,39.67,22.29,51.61,27.26,27.51,48.13
三峰环境,2.06,9.88,4.23,9.48,10.32,2.57,9.63,10.14
银泰黄金,8.87,16.63,12.49,15.26,19.62,9.86,15.64,19.06
东兴证券,23.61,13.47,16.32,10.49,14.58,12.92,10.89,14.12
南方航空,90.97,5.64,10.32,5.13,6.31,6.47,5.2,5.92
华铁股份,34.46,6.7,22.55,4.79,7.58,16.67,5.2,7.28
华夏银行,21.17,6.4,7.07,6.11,7.04,4.78,6.17,6.79
恒天海龙,14.07,3.21,4.04,3.09,3.35,2.33,3.14,3.29
四创电子,19.87,47.56,14.68,39.03,52.45,8.46,42.38,50.22
索菲亚,97.53,24.57,14.82,20.96,28.26,9.62,22.86,27.72
东风股份,22.47,7,13.69,5.81,7.65,9.77,6.07,7.38
药明康德,46.6,100.32,25.11,67.91,113.43,20,73.31,109.96
平潭发展,4.73,3.7,13.64,3.18,4.18,10.55,3.27,4.04
焦作万方,6.25,7.96,21.86,6.3,9.82,13.78,6.74,8.89
江苏索普,7.37,7.21,10.79,6.29,7.81,8.31,6.47,7.65
北新路桥,7.6,6.94,7.27,6.26,7.24,4.19,6.57,7.15
方大炭素,10.62,6.89,8.85,6.26,7.48,5.62,6.47,7.24
山鹰纸业,60.24,3.2,5.56,2.97,3.32,3.95,3.04,3.29
生物股份,24.41,27.51,13.26,22.97,29.99,8.78,24.46,29.17
久其软件,1.21,7.26,8.59,6.74,8,6.18,6.87,7.77
网达软件,9.98,26.25,13.6,22.22,29.22,10.48,23.06,28.45
华工科技,18.53,23.62,10.3,21.34,26.24,4.8,22.59,24.87
正邦科技,18.78,23.36,20.38,17.03,25.75,12.56,19.35,24.9
三江购物,10.29,14.51,14.04,12.58,16.69,8.2,13.38,15.77
轻纺城,31.86,3.39,9.28,2.98,3.59,4.65,3.18,3.49
东方明珠,41.55,10.13,10.92,8.74,10.88,8.26,9.01,10.63
奥士康,35.43,60.55,7.55,56.49,65.72,5.01,58.31,64.46
顺博合金,17.98,14.2,17.78,13,18.62,14.36,13.18,17.61
文峰股份,37.63,3.41,12.21,3.02,3.86,8.43,3.15,3.73
天虹股份,40.7,10.71,15.88,8.46,11.66,13.02,8.75,11.37
中信证券,36.72,30.72,18.21,22.6,32.67,7.19,27.85,32.16
石基信息,37.96,34.77,15.85,29.68,40.86,11.07,31.12,38.86
安 纳 达,75.78,9.82,10.1,8.58,10.51,5.15,9.18,10.17
星光农机,20.82,14.17,12.07,13.05,16.63,8.96,13.27,15.88
哈投股份,16.31,7.39,12.66,6.25,8.06,7.92,6.65,7.79
兴化股份,53.45,3.36,11.96,2.98,3.79,7.05,3.1,3.57
世嘉科技,1.65,21.14,16.26,17.8,24.71,9.37,20.05,24.2
中恒集团,25.07,3.56,10.27,3.19,3.92,6.95,3.28,3.77
锋龙股份,5.26,18.97,9.2,16.93,20.37,6.27,17.68,20.04
华阳国际,21.24,32.39,27.41,20.15,35.37,16.07,24.93,34.47
长春高新,27.39,451.16,28.06,279.74,497.92,18.52,334.29,486.23
高鸿股份,0.5,8.62,18.98,7.22,10.6,14.08,7.57,10.06
哈药股份,17.67,3.64,11.49,3.35,4.22,8.85,3.45,4.12
五矿发展,58.31,6.93,8.39,6.07,7.18,6.82,6.2,7.1
美达股份,32.77,3.59,9.07,3.21,3.85,6.5,3.31,3.77
雪人股份,5.01,7.69,7.59,7.07,8.23,5.12,7.26,8.04
上海九百,6.51,7.79,14.59,6.97,9.36,9.18,7.29,8.76
老板电器,45.95,36.09,19.99,28.09,42.12,12.49,31.46,40.44
远 望 谷,0.99,8.02,9.92,7.42,9.06,7.21,7.56,8.73
ST抚钢,87.79,5.24,30.94,3.94,7.47,26.77,4.1,7.11
园城黄金,3.65,7.83,7.96,7.29,8.55,5.24,7.46,8.29
国瓷材料,78.6,36.87,31.82,22.69,43.87,20.59,27,41
汉森制药,10.43,7.87,10.33,7.06,8.69,6.65,7.37,8.42
新华文轩,41.35,11.04,6.96,10.2,11.72,5.61,10.32,11.54
顾家家居,73.89,56.64,29.9,35.94,66.61,21.76,41.68,64.86
*ST西发,5.25,3.92,6,3.68,4.15,4.33,3.76,4.1
传音控股,81.13,99.28,28.6,62.54,112.65,13.6,83.14,109.31
博创科技,4.65,56.02,20.54,48.43,73.46,10.94,52.65,65.59
同方股份,22.14,7.96,7.8,7.2,8.42,5.3,7.37,8.19
宝泰隆,13.03,4,10.78,3.53,4.39,5.45,3.8,4.24
华电国际,68.88,3.64,14.64,3.23,4.33,10.61,3.32,4.11
*ST辅仁,34.71,3.86,16.13,3.59,4.97,5.03,3.69,4.08
神力股份,54.77,14.55,33.43,9.16,18.36,23.96,10.65,17.37
中国武夷,29.35,3.89,10.47,3.42,4.22,6.08,3.63,4.1
通达动力,11.61,12.27,7.18,11.17,12.89,5.13,11.51,12.76
长源电力,31.78,3.88,5.96,3.63,4.09,3.9,3.7,4
长飞光纤,15.55,31.27,6.23,30.16,34.16,3.82,30.55,32.98
皖维高新,41.21,3.91,10.87,3.32,4.13,7.09,3.54,4.08
铭普光磁,3.35,21.11,10.46,19.38,23.91,6.92,20.04,23.01
黑芝麻,2.36,4.25,8.28,3.93,4.64,5.87,4.01,4.51
陕国投Ａ,18.33,4.11,13.73,3.48,4.59,10.26,3.64,4.47
海螺水泥,45.97,58.29,7.85,53.23,62.29,6.02,54.28,61.24
掌趣科技,15.79,8.69,18.24,6.61,9.56,8.59,7.76,9.21
哈三联,24.49,11.99,6.11,11.11,12.56,2.99,11.61,12.32
天域生态,7.41,8.56,11.05,7.77,9.7,6.11,8.15,9.21
中国电建,27.6,4.18,14.99,3.44,4.66,10.71,3.62,4.48
长江健康,17.5,4.2,11.77,3.69,4.67,7.32,3.84,4.45
